"date_stamp","count","user_id","product_id"
"2012/08/30","3","935","5134"
"2014/07/08","3","860","983"
"2012/09/03","4","208","4843"
"2012/08/03","3","480","5173"
"2014/01/12","3","285","1862"
"2016/05/30","2","756","4311"
"2020/04/24","3","74","1715"
"2017/01/28","4","880","7547"
"2013/05/31","1","266","5497"
"2018/08/10","4","673","3265"
"2018/02/17","1","883","2977"
"2015/05/27","1","528","2566"
"2021/06/06","2","91","3985"
"2021/10/06","3","403","243"
"2018/02/19","2","640","5520"
"2015/12/26","1","592","4261"
"2016/11/25","4","945","6396"
"2015/08/09","1","327","6098"
"2021/11/12","2","130","358"
"2018/04/18","2","492","4240"
"2021/11/04","2","813","1108"
"2012/09/07","3","45","3409"
"2020/10/18","2","698","3225"
"2012/06/17","4","370","2143"
"2018/06/08","4","234","891"
"2021/10/27","2","72","1553"
"2021/02/17","2","47","5075"
"2020/10/14","1","417","2796"
"2014/05/09","2","239","7503"
"2015/04/12","2","197","2967"
"2020/08/27","2","734","6408"
"2020/10/13","1","642","7987"
"2014/03/03","1","236","7764"
"2017/05/31","2","546","271"
"2020/01/08","4","11","5129"
"2017/09/01","3","179","2487"
"2020/02/14","3","230","7200"
"2014/08/11","1","198","1008"
"2018/06/21","4","137","4137"
"2020/07/21","2","517","6391"
"2014/03/28","3","433","278"
"2018/02/21","2","273","2585"
"2014/09/26","3","436","113"
"2012/11/06","4","273","7061"
"2017/03/16","1","128","3816"
"2019/10/06","4","951","6558"
"2018/12/02","2","81","4964"
"2021/07/16","3","57","1861"
"2021/09/28","3","534","2613"
"2020/07/03","2","631","731"
"2019/02/15","3","869","4172"
"2018/06/09","1","943","5609"
"2017/12/14","1","388","1394"
"2014/11/25","1","639","5600"
"2017/01/31","3","199","3758"
"2018/03/21","1","668","101"
"2012/06/02","3","38","1122"
"2015/04/23","4","373","2514"
"2016/03/20","2","888","7863"
"2020/02/12","3","289","3243"
"2021/05/15","4","998","4324"
"2017/09/28","1","623","2462"
"2012/10/28","4","639","5966"
"2020/03/28","2","399","309"
"2020/02/21","4","197","7449"
"2020/09/04","1","8","4758"
"2016/12/17","4","540","461"
"2015/06/23","4","238","1480"
"2018/08/28","1","465","6456"
"2021/05/26","3","961","5918"
"2021/11/03","1","377","3891"
"2022/01/24","2","123","343"
"2017/11/01","2","296","4649"
"2018/07/20","4","637","6892"
"2020/01/10","4","293","4350"
"2013/12/09","2","520","3141"
"2021/04/15","4","420","5480"
"2017/12/30","3","256","3345"
"2013/05/09","3","872","1581"
"2018/11/17","4","896","2580"
"2014/10/01","1","397","5362"
"2019/11/22","3","46","5016"
"2018/05/06","4","741","3072"
"2021/12/14","2","31","6641"
"2014/05/14","2","122","691"
"2012/07/20","1","769","276"
"2017/12/09","2","435","2932"
"2019/01/31","3","988","2333"
"2021/05/07","1","997","5180"
"2017/11/19","2","147","4777"
"2019/01/04","3","535","6623"
"2016/10/18","2","214","4486"
"2021/09/30","4","423","6203"
"2012/02/22","1","20","4701"
"2021/03/29","3","902","7587"
"2019/01/09","3","346","6648"
"2013/08/28","2","248","253"
"2013/04/06","1","88","5423"
"2017/05/01","2","271","3609"
"2013/10/04","4","368","2837"
"2019/07/02","3","971","1742"
"2012/09/17","2","296","5449"
"2020/09/28","1","489","5234"
"2017/08/03","4","508","5344"
"2019/12/25","4","641","265"
"2019/12/08","1","598","5358"
"2017/03/27","3","320","7830"
"2015/08/19","4","986","986"
"2015/04/28","4","695","1069"
"2014/10/30","3","789","4001"
"2014/02/02","2","905","889"
"2017/11/12","1","234","2132"
"2019/03/22","4","380","1854"
"2016/08/01","4","400","1550"
"2015/06/13","2","831","913"
"2017/08/08","2","545","7569"
"2016/02/12","2","875","4173"
"2014/05/04","3","311","1079"
"2018/11/03","3","106","1762"
"2018/04/25","2","352","7646"
"2012/07/20","2","781","1580"
"2018/04/29","4","763","5132"
"2015/12/14","1","376","6561"
"2015/06/19","2","351","4397"
"2015/10/12","3","336","1287"
"2019/08/05","1","756","1354"
"2013/03/27","3","273","2305"
"2012/12/01","1","587","2257"
"2017/06/01","1","450","1522"
"2015/05/06","3","520","1550"
"2017/12/11","4","983","6041"
"2017/03/21","4","361","2692"
"2022/01/20","4","546","6842"
"2016/02/24","4","813","5611"
"2014/03/26","1","892","6021"
"2012/11/02","1","393","6479"
"2013/07/21","4","78","2618"
"2014/07/04","3","117","1587"
"2017/08/28","2","531","6473"
"2020/04/26","1","87","2635"
"2019/03/31","3","689","7458"
"2020/01/16","1","572","1722"
"2017/05/02","4","19","4645"
"2014/04/24","3","36","6843"
"2012/11/19","2","94","6815"
"2018/02/09","2","529","3619"
"2017/05/06","4","729","7542"
"2016/04/25","3","984","5026"
"2020/10/22","3","972","6042"
"2013/10/16","3","10","7765"
"2015/02/17","2","98","5276"
"2018/05/08","3","447","7060"
"2017/05/06","4","530","3155"
"2019/03/28","4","115","1440"
"2016/03/12","1","177","6205"
"2021/03/23","3","963","1909"
"2014/09/04","4","737","2113"
"2015/06/13","2","536","6646"
"2017/12/29","4","941","6063"
"2019/03/11","1","612","4326"
"2013/05/16","3","820","2853"
"2012/02/26","2","721","5995"
"2016/06/09","1","222","5004"
"2018/09/03","3","903","3022"
"2014/09/30","2","156","6430"
"2020/03/29","4","70","5538"
"2021/08/02","2","715","7039"
"2020/06/16","3","492","4616"
"2017/06/26","3","407","6500"
"2021/01/15","1","637","3388"
"2014/02/20","1","603","7562"
"2015/04/15","4","308","4891"
"2015/02/05","2","556","6027"
"2017/07/08","4","309","7520"
"2014/09/03","4","46","690"
"2021/05/22","4","760","805"
"2013/12/15","2","352","4453"
"2017/09/12","1","192","5473"
"2012/09/20","3","109","2881"
"2014/05/02","4","487","3437"
"2014/06/22","1","670","5739"
"2017/01/05","4","183","4730"
"2019/08/01","2","593","853"
"2020/10/11","2","849","7454"
"2012/02/12","1","364","1524"
"2014/02/23","3","96","7404"
"2018/12/08","2","720","5992"
"2021/04/01","3","916","915"
"2019/01/02","2","347","2325"
"2012/05/23","2","662","385"
"2014/06/19","4","712","2552"
"2020/05/13","1","76","130"
"2012/08/02","1","895","3053"
"2012/12/27","1","832","4467"
"2015/07/06","4","996","611"
"2019/06/03","2","632","53"
"2012/06/06","2","528","5268"
"2019/03/03","2","382","5015"
"2012/02/13","3","39","7341"
"2016/02/26","4","853","1060"
"2017/02/22","1","254","5468"
"2012/02/09","4","689","6553"
"2020/02/26","2","649","7333"
"2019/08/28","2","826","4210"
"2020/01/05","1","524","4360"
"2018/08/20","1","773","2255"
"2013/12/25","4","121","2772"
"2012/09/23","2","264","3014"
"2018/03/01","2","865","4412"
"2019/09/27","2","235","6596"
"2017/11/03","4","557","7007"
"2019/11/13","4","16","4424"
"2021/04/02","1","878","2154"
"2015/02/26","2","666","1529"
"2018/09/12","4","439","2556"
"2020/03/05","2","479","1222"
"2015/01/28","4","133","3544"
"2018/07/02","1","334","5346"
"2015/07/25","2","701","2852"
"2019/04/08","1","419","163"
"2020/03/30","1","380","7380"
"2013/01/23","4","541","982"
"2017/12/15","4","433","45"
"2018/06/16","1","822","5179"
"2022/01/15","2","542","1097"
"2015/08/12","2","10","4797"
"2013/08/10","1","744","2930"
"2016/10/28","2","440","6653"
"2018/08/08","4","1","7426"
"2018/07/12","1","901","5998"
"2014/05/24","1","377","1588"
"2019/04/27","2","451","199"
"2021/10/12","2","946","5299"
"2016/06/05","4","741","4626"
"2013/11/11","2","232","2557"
"2013/11/08","1","383","3607"
"2017/01/29","4","806","3967"
"2014/07/20","4","447","2647"
"2014/12/06","4","223","4397"
"2012/03/06","1","947","6531"
"2015/02/14","3","177","3739"
"2013/01/05","2","10","5982"
"2015/11/23","1","659","247"
"2019/09/17","2","784","6202"
"2019/11/19","4","136","5839"
"2021/06/22","3","11","3400"
"2012/04/12","1","754","1474"
"2015/09/13","1","320","1910"
"2012/09/03","2","422","5777"
"2014/04/03","2","168","4978"
"2015/07/29","4","870","2794"
"2012/11/28","1","20","1156"
"2013/01/31","4","588","3264"
"2017/12/02","2","449","4477"
"2012/05/19","4","666","2233"
"2020/04/06","2","163","3368"
"2021/02/19","2","29","7090"
"2020/03/19","4","968","212"
"2016/04/17","4","529","1066"
"2018/03/14","1","39","4733"
"2021/11/08","4","617","5492"
"2021/07/02","2","942","142"
"2012/06/23","2","419","3377"
"2017/03/11","4","18","6156"
"2012/05/28","2","641","7453"
"2018/12/30","1","312","680"
"2020/02/22","4","636","4126"
"2014/07/13","4","397","5549"
"2015/07/18","3","762","1986"
"2017/12/14","1","404","1308"
"2017/09/15","2","979","6652"
"2018/03/11","1","164","7620"
"2016/08/02","2","855","6841"
"2016/07/13","4","44","6410"
"2018/05/21","1","326","5257"
"2016/07/15","4","949","4979"
"2012/02/22","4","827","5220"
"2018/03/16","4","933","7790"
"2017/06/19","2","794","6050"
"2015/05/11","2","378","1876"
"2015/08/31","4","805","2950"
"2013/08/04","1","880","175"
"2015/12/07","4","426","3492"
"2015/01/07","3","852","2051"
"2017/05/22","4","539","7199"
"2020/10/21","2","539","5560"
"2013/03/29","3","615","5061"
"2012/11/14","2","400","1121"
"2021/12/30","1","337","7232"
"2018/08/07","3","776","6607"
"2017/02/08","3","503","6248"
"2013/01/24","1","758","3646"
"2014/06/05","3","472","3780"
"2017/01/10","2","550","6317"
"2017/12/11","2","15","6582"
"2012/02/18","4","139","5433"
"2016/12/09","2","701","2538"
"2020/10/22","1","315","5085"
"2019/06/17","3","385","4645"
"2020/03/22","1","341","6857"
"2020/06/18","2","301","2900"
"2013/02/17","4","443","4763"
"2017/06/04","3","713","52"
"2013/09/24","1","862","4904"
"2017/10/28","2","938","7447"
"2020/09/01","1","953","4713"
"2020/06/19","4","376","3112"
"2016/12/07","1","535","6349"
"2012/05/11","1","660","6804"
"2020/04/15","4","15","2881"
"2020/04/03","4","63","4423"
"2014/09/19","4","902","3932"
"2015/08/18","2","346","6413"
"2019/12/26","1","173","7748"
"2020/10/23","3","658","2875"
"2012/12/01","4","133","1557"
"2014/01/30","1","153","357"
"2016/02/22","2","105","4596"
"2017/03/21","1","299","3569"
"2018/08/12","1","607","3542"
"2021/08/06","1","727","2775"
"2014/01/28","1","889","5823"
"2016/09/23","3","611","919"
"2017/11/04","4","613","4580"
"2018/07/21","4","313","3544"
"2018/07/26","1","324","6141"
"2014/06/08","1","412","4691"
"2013/03/20","3","589","7564"
"2016/07/14","2","328","5762"
"2018/09/03","2","672","3290"
"2018/10/18","4","12","4010"
"2014/03/05","1","358","3604"
"2013/11/27","4","549","247"
"2021/12/13","4","478","1474"
"2016/08/13","4","744","4363"
"2017/02/16","4","495","508"
"2013/03/14","3","617","4570"
"2016/01/18","1","610","55"
"2017/01/20","1","367","3389"
"2018/09/07","4","620","6698"
"2020/10/11","2","380","5391"
"2012/08/29","3","643","103"
"2021/01/18","4","672","762"
"2012/09/25","3","842","6992"
"2014/06/02","3","348","604"
"2021/11/11","1","897","4223"
"2015/08/28","1","845","1705"
"2016/10/01","4","899","4835"
"2012/04/14","2","484","6565"
"2020/07/08","1","89","649"
"2021/11/12","1","975","716"
"2015/05/21","3","653","567"
"2017/11/22","3","559","2982"
"2012/05/26","2","452","2916"
"2012/08/22","2","545","1813"
"2016/04/15","3","605","6965"
"2020/11/03","1","379","6184"
"2020/11/28","2","494","1494"
"2020/05/03","3","743","4137"
"2019/04/13","2","922","7758"
"2018/04/06","3","433","6406"
"2020/09/10","1","163","5587"
"2012/09/10","2","74","4999"
"2013/11/07","2","134","6010"
"2019/12/22","1","750","325"
"2019/06/06","2","171","3861"
"2018/10/11","2","938","6451"
"2018/02/23","2","166","3209"
"2013/10/14","4","179","4468"
"2012/05/19","3","564","4202"
"2020/03/10","2","678","4256"
"2019/11/21","1","768","598"
"2017/10/20","2","746","4289"
"2019/11/07","1","221","4668"
"2013/02/06","2","961","5599"
"2021/03/06","4","565","1726"
"2016/02/11","3","363","5504"
"2017/03/23","3","37","606"
"2013/04/03","3","393","171"
"2018/10/21","2","16","7392"
"2012/08/22","3","759","5024"
"2012/02/19","3","844","2502"
"2020/01/18","2","818","2228"
"2014/05/31","1","478","3104"
"2014/11/15","2","348","4093"
"2015/11/09","4","832","5431"
"2012/12/27","4","950","5049"
"2019/03/13","1","282","865"
"2018/07/27","3","506","2466"
"2018/07/21","2","244","2048"
"2018/05/13","4","764","7639"
"2015/09/30","2","311","7553"
"2014/11/20","2","769","7274"
"2012/09/03","1","528","2891"
"2020/07/31","4","424","2856"
"2013/04/11","4","16","7346"
"2020/07/23","2","433","7911"
"2015/12/29","4","819","4328"
"2014/04/10","3","509","4111"
"2013/01/07","3","32","1589"
"2018/02/12","1","201","603"
"2018/08/14","3","702","5799"
"2012/04/30","2","838","2555"
"2017/12/14","1","712","6204"
"2015/08/24","3","755","5518"
"2019/01/18","4","604","4090"
"2013/12/20","3","350","4172"
"2014/09/14","4","817","201"
"2017/01/22","4","442","5108"
"2014/06/17","4","931","7162"
"2017/03/09","3","231","4467"
"2020/09/24","4","405","4985"
"2015/06/09","3","659","5015"
"2016/08/22","1","147","1686"
"2014/07/08","2","841","5428"
"2018/05/30","3","619","1190"
"2015/11/28","2","90","2283"
"2019/01/18","3","419","4679"
"2015/04/20","4","886","5217"
"2012/03/13","1","543","1379"
"2017/05/29","1","468","3721"
"2017/04/21","4","281","6788"
"2017/11/19","2","841","7533"
"2013/11/07","2","632","5462"
"2014/09/27","3","312","2160"
"2012/10/30","2","830","4511"
"2021/07/07","2","728","876"
"2013/06/09","3","383","2830"
"2016/03/16","4","814","5970"
"2021/12/07","2","491","5286"
"2014/06/07","1","63","3903"
"2017/10/24","3","956","3174"
"2020/09/09","3","986","3601"
"2019/10/12","1","173","641"
"2013/12/09","1","109","5890"
"2016/08/09","1","287","4658"
"2015/03/18","2","109","2029"
"2014/06/12","3","807","6705"
"2015/02/01","4","459","6753"
"2017/11/17","4","943","3534"
"2012/03/16","4","637","5875"
"2012/11/10","4","764","188"
"2012/08/26","4","455","3388"
"2020/05/14","4","557","5515"
"2018/05/07","1","851","2612"
"2021/11/01","2","452","3497"
"2012/12/26","4","72","6073"
"2020/04/03","3","989","4132"
"2015/05/12","4","819","624"
"2020/02/26","4","658","7007"
"2021/06/08","4","525","457"
"2019/11/04","3","702","5037"
"2012/06/09","1","574","3068"
"2015/03/07","1","662","3536"
"2012/12/19","3","189","5114"
"2013/03/29","3","807","5617"
"2015/05/21","3","877","3305"
"2012/05/27","4","54","5924"
"2014/04/27","2","237","3994"
"2016/11/15","4","267","2520"
"2021/04/07","2","459","1361"
"2012/11/26","1","409","3176"
"2016/12/09","3","904","4989"
"2020/06/13","3","411","3592"
"2021/12/08","3","257","1220"
"2021/03/31","3","545","7943"
"2017/12/31","2","315","6712"
"2014/05/05","4","608","1481"
"2013/02/01","3","935","3908"
"2021/04/24","3","949","2202"
"2013/01/08","4","466","4990"
"2021/12/07","3","343","3542"
"2014/03/06","2","756","1196"
"2014/01/26","1","284","2784"
"2020/12/26","2","222","2905"
"2012/08/31","2","263","2928"
"2015/02/02","1","778","3388"
"2018/09/21","2","411","4026"
"2017/09/27","2","977","7191"
"2015/02/01","4","905","2664"
"2014/06/28","4","429","2044"
"2018/08/22","2","352","3072"
"2018/09/24","3","113","7549"
"2021/10/31","1","789","4203"
"2021/08/13","4","516","2615"
"2013/01/17","2","865","2474"
"2021/10/15","2","352","7965"
"2015/03/08","3","396","4428"
"2020/09/15","2","14","6863"
"2014/06/09","1","955","6547"
"2014/08/10","2","797","6367"
"2012/05/07","3","221","6223"
"2015/02/14","1","194","554"
"2017/07/13","4","590","6491"
"2015/02/07","1","584","972"
"2014/11/19","2","620","5716"
"2021/11/10","2","92","302"
"2013/09/06","1","236","623"
"2021/05/31","3","925","6406"
"2021/02/12","3","510","1977"
"2018/01/15","3","766","2590"
"2020/10/20","2","449","4136"
"2015/03/02","4","722","2238"
"2012/07/14","2","189","2384"
"2012/03/19","4","362","1851"
"2014/07/13","1","786","7628"
"2012/12/29","4","889","6759"
"2013/10/20","4","617","1113"
"2018/02/27","1","687","7135"
"2017/03/04","2","625","1178"
"2017/11/05","4","141","5915"
"2012/12/15","3","356","5086"
"2018/11/27","2","733","4291"
"2016/11/02","4","194","3113"
"2017/08/25","2","176","7005"
"2019/01/05","1","113","3471"
"2015/10/26","1","467","2677"
"2016/04/10","1","116","7666"
"2021/05/17","4","952","5299"
"2012/03/02","3","427","3221"
"2015/05/23","2","118","359"
"2015/10/22","4","179","5515"
"2014/08/31","1","130","4966"
"2018/06/04","3","441","4386"
"2020/03/15","4","260","3336"
"2017/10/10","1","726","7804"
"2015/05/07","4","694","7723"
"2021/06/28","1","973","816"
"2018/08/07","3","121","6737"
"2017/12/07","3","167","5562"
"2014/02/23","3","384","1374"
"2019/05/04","3","226","4627"
"2016/09/11","4","750","1069"
"2015/08/20","1","479","6462"
"2013/02/21","1","614","5899"
"2018/09/03","3","391","2216"
"2015/03/01","2","32","4471"
"2013/11/13","3","347","5751"
"2017/05/11","2","416","7043"
"2018/12/03","3","260","7798"
"2014/01/06","1","917","2569"
"2016/07/13","1","663","7694"
"2014/10/12","3","180","6319"
"2013/10/20","4","537","3421"
"2019/02/26","2","786","4892"
"2013/10/31","4","564","2230"
"2021/04/07","1","971","2143"
"2020/01/20","3","63","6059"
"2020/06/24","3","426","982"
"2014/06/18","2","955","6586"
"2019/04/25","4","669","1292"
"2018/07/01","2","492","6891"
"2015/08/15","1","816","4147"
"2017/05/22","3","601","7445"
"2017/09/08","1","339","7154"
"2013/02/27","2","135","4995"
"2022/01/10","4","726","6527"
"2020/07/06","3","325","5786"
"2020/12/16","2","927","5230"
"2013/12/13","3","667","7698"
"2013/04/16","2","961","7429"
"2020/10/03","2","687","5893"
"2014/05/02","4","692","3125"
"2018/01/21","2","319","4491"
"2016/05/31","3","134","6112"
"2021/07/25","3","658","6053"
"2017/08/26","4","672","5758"
"2019/01/12","4","808","4837"
"2013/02/11","4","853","2004"
"2016/09/29","2","297","1308"
"2021/02/08","4","997","791"
"2013/11/29","1","873","6455"
"2015/07/15","2","434","4037"
"2019/09/18","2","317","2183"
"2018/06/10","1","931","2257"
"2019/11/13","4","625","5555"
"2013/07/26","3","444","114"
"2014/01/03","2","573","3650"
"2015/01/05","4","201","180"
"2021/09/07","2","172","2218"
"2014/06/13","1","812","1884"
"2015/07/29","3","70","1637"
"2017/09/03","4","476","2418"
"2021/02/03","1","85","553"
"2017/09/25","3","599","2877"
"2016/10/20","3","940","6222"
"2021/06/03","2","687","278"
"2020/08/01","4","145","6476"
"2018/01/31","1","151","1686"
"2018/09/04","4","93","5231"
"2018/03/26","4","367","1421"
"2013/07/11","4","612","1871"
"2012/07/13","3","913","2251"
"2016/06/05","3","740","5260"
"2014/08/06","2","240","4357"
"2016/11/21","3","868","6605"
"2020/01/11","1","975","6465"
"2020/07/09","4","4","3222"
"2019/01/14","3","938","2314"
"2012/03/09","4","714","5335"
"2012/06/30","2","182","4166"
"2014/09/28","3","954","4350"
"2014/01/13","3","968","557"
"2019/10/19","4","925","2189"
"2014/05/14","4","610","2238"
"2020/03/21","3","116","2134"
"2018/04/15","1","866","2195"
"2016/06/30","3","800","5394"
"2014/01/21","3","182","1924"
"2021/01/02","1","350","4007"
"2013/12/30","1","961","3318"
"2018/02/16","1","423","7617"
"2015/08/04","2","317","3576"
"2018/10/15","2","356","3674"
"2021/11/22","2","135","6787"
"2018/01/02","4","188","184"
"2020/03/01","4","688","6952"
"2014/09/08","1","609","2762"
"2014/08/17","2","613","3252"
"2020/08/12","1","812","4593"
"2012/04/13","4","482","6825"
"2020/09/02","2","568","3084"
"2018/07/21","2","43","2010"
"2013/05/27","1","579","6673"
"2020/05/21","3","893","6005"
"2017/07/05","1","277","6101"
"2016/08/29","4","881","3047"
"2012/04/17","1","899","1378"
"2014/05/01","3","121","1069"
"2021/10/15","2","129","4250"
"2018/10/02","1","575","5121"
"2013/11/19","1","511","3742"
"2021/01/11","1","642","3911"
"2017/11/18","1","603","1603"
"2013/10/18","4","936","7011"
"2019/07/01","4","665","5643"
"2016/09/02","3","263","4926"
"2015/01/01","1","84","2946"
"2016/05/04","1","771","50"
"2015/12/03","4","528","3007"
"2016/09/20","1","159","954"
"2015/09/17","2","587","4610"
"2015/12/09","2","952","1831"
"2020/02/18","2","804","7755"
"2013/07/01","3","996","3297"
"2014/08/05","4","254","3532"
"2015/11/14","2","924","3481"
"2020/07/22","3","111","1276"
"2013/02/14","1","174","3991"
"2020/02/05","2","818","790"
"2022/01/16","4","996","144"
"2019/09/06","3","106","1345"
"2018/10/24","3","226","4120"
"2013/05/01","2","16","456"
"2016/12/25","1","727","6324"
"2020/05/13","3","608","2439"
"2017/01/29","3","631","4390"
"2013/06/30","1","927","5918"
"2014/04/11","1","275","4533"
"2021/01/10","4","66","5992"
"2013/10/19","2","425","5264"
"2020/03/13","3","690","1905"
"2012/03/10","3","726","1123"
"2018/12/14","4","691","2673"
"2021/11/08","4","381","1887"
"2016/11/25","1","722","1237"
"2020/10/23","2","184","7518"
"2019/11/20","1","368","2898"
"2018/02/26","4","939","7625"
"2013/10/29","1","752","6953"
"2020/02/29","1","671","4023"
"2018/10/02","1","83","2774"
"2015/03/31","4","533","3456"
"2021/10/28","1","330","722"
"2013/02/20","1","931","1144"
"2019/05/02","3","120","351"
"2012/06/25","1","622","4546"
"2014/06/04","1","312","1546"
"2017/09/10","1","634","5889"
"2018/09/10","3","583","1484"
"2020/05/12","4","385","286"
"2019/06/17","1","935","4614"
"2020/08/15","2","680","3762"
"2013/10/05","4","983","7862"
"2016/02/10","1","851","7620"
"2013/05/23","4","551","655"
"2020/12/03","3","991","5150"
"2019/08/23","4","652","5635"
"2015/06/02","2","107","7954"
"2021/05/01","4","915","3550"
"2020/05/17","3","456","1605"
"2017/11/10","1","585","3801"
"2014/08/05","3","221","3009"
"2015/05/16","3","84","5968"
"2018/09/17","2","636","4987"
"2012/07/28","4","53","6982"
"2019/02/13","3","571","898"
"2015/06/16","2","464","7638"
"2014/05/19","3","306","726"
"2014/01/04","2","831","7362"
"2014/10/30","2","444","6339"
"2021/09/11","1","423","6444"
"2016/03/12","2","4","3440"
"2013/02/28","4","322","5539"
"2018/01/04","3","29","6268"
