"date_stamp","user_id","comment_id"
"2013/03/14","988","4441"
"2020/04/23","313","6994"
"2015/04/07","495","2204"
"2014/04/13","688","1705"
"2020/05/31","413","5150"
"2015/09/05","908","1788"
"2016/03/30","246","6926"
"2019/03/14","728","2502"
"2015/06/23","627","160"
"2018/04/12","257","4456"
"2019/03/29","760","6949"
"2020/01/29","352","384"
"2012/03/08","897","6082"
"2012/08/27","510","4609"
"2016/04/25","828","2222"
"2021/05/28","955","5349"
"2019/04/05","113","5140"
"2013/09/16","121","5901"
"2014/07/03","292","2127"
"2017/01/30","526","3008"
"2020/01/06","671","2030"
"2020/10/16","135","5087"
"2019/12/28","304","966"
"2014/10/08","622","3745"
"2014/11/11","753","3539"
"2015/05/21","650","2926"
"2017/07/13","789","5480"
"2019/09/02","134","5235"
"2015/12/20","688","7971"
"2020/12/13","728","6441"
"2018/10/28","963","2426"
"2014/02/27","216","4834"
"2013/03/03","398","5389"
"2021/04/09","267","79"
"2018/11/09","7","4239"
"2012/09/27","68","387"
"2018/10/01","135","7708"
"2013/04/23","662","1288"
"2016/05/04","235","828"
"2014/10/26","462","7966"
"2012/12/01","990","1688"
"2012/05/16","250","6066"
"2019/02/04","374","7510"
"2017/12/25","194","7100"
"2015/10/25","893","7829"
"2019/04/28","850","7985"
"2019/12/02","777","1143"
"2014/07/23","837","5987"
"2020/05/30","73","6239"
"2017/05/01","920","4241"
"2013/10/15","687","2457"
"2015/12/01","500","5260"
"2019/06/11","205","4455"
"2020/11/19","123","257"
"2019/11/15","891","4652"
"2020/06/28","457","810"
"2014/04/23","724","4300"
"2019/12/17","330","2362"
"2019/07/01","364","2254"
"2021/03/01","851","207"
"2013/06/03","14","2770"
"2016/01/18","355","6095"
"2013/11/17","746","296"
"2013/04/08","844","5261"
"2017/08/31","448","3996"
"2018/10/12","950","5642"
"2015/09/14","763","5827"
"2016/04/28","896","3228"
"2017/06/22","516","5325"
"2017/06/03","846","3955"
"2018/01/18","917","5804"
"2019/06/23","81","3222"
"2013/09/27","493","2519"
"2017/06/02","874","5081"
"2018/11/06","72","1375"
"2017/11/18","587","4336"
"2021/01/02","385","5135"
"2021/05/03","460","4221"
"2015/02/17","749","2604"
"2018/08/25","832","37"
"2013/04/10","119","7107"
"2021/11/06","13","1072"
"2012/03/16","265","1663"
"2017/11/01","833","5320"
"2021/02/07","200","3545"
"2012/05/07","10","7954"
"2019/01/21","29","513"
"2013/10/30","755","7210"
"2014/02/11","307","2813"
"2012/11/18","796","2291"
"2014/02/13","620","3116"
"2017/09/03","788","5083"
"2015/03/04","559","885"
"2014/11/02","401","6928"
"2016/02/26","477","4212"
"2018/08/19","779","5385"
"2021/05/06","407","7038"
"2020/11/27","886","3872"
"2015/10/03","308","675"
"2017/03/04","257","5258"
"2021/12/11","390","3900"
"2012/05/03","35","4937"
"2016/05/05","558","5499"
"2019/01/15","776","1600"
"2013/07/27","224","6867"
"2018/03/04","388","4860"
"2013/05/14","546","6439"
"2017/11/01","739","110"
"2014/03/12","941","5971"
"2015/10/31","951","397"
"2020/11/19","103","5325"
"2021/11/23","98","827"
"2018/09/16","57","7164"
"2021/04/18","62","4943"
"2016/03/07","817","4101"
"2020/03/10","600","2712"
"2019/04/24","982","109"
"2021/10/13","242","6209"
"2021/01/19","246","5609"
"2020/05/23","500","7792"
"2019/08/15","166","1465"
"2018/03/25","45","471"
"2015/06/07","657","3148"
"2012/07/15","867","7409"
"2019/10/24","673","4728"
"2016/07/03","201","6932"
"2016/01/18","191","6840"
"2013/07/06","942","7083"
"2018/05/28","187","5643"
"2021/07/27","575","7749"
"2018/10/28","506","4849"
"2012/11/14","158","4559"
"2013/09/30","645","2214"
"2018/03/31","746","1207"
"2021/10/16","277","7451"
"2015/07/13","768","5524"
"2013/09/18","991","6362"
"2019/11/08","219","5622"
"2013/07/24","129","4029"
"2013/10/09","235","3559"
"2020/07/28","762","2252"
"2013/03/08","578","5478"
"2012/10/24","869","983"
"2016/03/20","764","4843"
"2013/11/23","479","4305"
"2012/12/12","99","1328"
"2018/08/03","101","6617"
"2019/06/20","694","4143"
"2016/03/21","76","1960"
"2012/12/19","607","7000"
"2015/09/06","571","7022"
"2021/09/05","594","4620"
"2012/07/26","819","4183"
"2021/07/30","633","7641"
"2015/04/23","859","2980"
"2017/08/06","279","7979"
"2013/02/26","471","6781"
"2013/10/03","125","6114"
"2017/02/06","239","3932"
"2018/06/06","119","7510"
"2015/02/04","630","3533"
"2013/01/21","274","7297"
"2020/05/08","822","5035"
"2021/09/08","321","2528"
"2013/01/16","509","4177"
"2020/07/06","231","7809"
"2021/08/24","327","7345"
"2012/06/22","89","6756"
"2019/12/11","599","291"
"2012/08/26","746","4691"
"2014/10/05","73","7145"
"2015/12/26","813","1194"
"2021/09/24","950","6084"
"2021/11/01","21","6571"
"2014/09/26","41","2461"
"2018/04/04","719","7972"
"2014/06/07","47","7145"
"2019/06/18","301","865"
"2020/08/11","111","2795"
"2015/07/07","611","7757"
"2016/11/29","481","4166"
"2021/02/12","15","505"
"2015/10/31","808","6102"
"2018/04/21","642","1218"
"2013/12/28","929","4678"
"2012/10/07","461","7773"
"2020/10/01","170","5046"
"2013/03/02","262","5084"
"2017/11/18","121","1839"
"2020/04/27","357","6739"
"2015/06/12","570","6567"
"2017/04/22","741","7348"
"2018/03/20","788","5280"
"2013/10/01","776","1834"
"2016/02/05","604","2781"
"2015/01/26","964","4116"
"2019/07/20","829","7078"
"2016/10/01","251","2118"
"2012/11/24","384","1262"
"2013/08/26","358","2651"
"2015/10/28","133","7849"
"2018/09/20","86","4746"
"2016/06/07","834","717"
"2019/07/04","157","5148"
"2021/05/24","804","6015"
"2018/01/14","163","1169"
"2015/12/03","844","104"
"2020/04/26","384","5755"
"2020/04/18","769","7275"
"2017/07/19","776","7611"
"2021/09/01","367","3207"
"2019/07/11","231","3382"
"2013/11/18","960","1301"
"2021/05/22","273","3350"
"2018/02/15","820","6718"
"2014/12/18","728","2829"
"2019/12/03","574","6698"
"2021/04/08","550","6319"
"2021/11/16","380","1831"
"2014/06/09","881","2760"
"2013/01/25","115","7262"
"2013/04/21","678","5586"
"2019/10/05","14","5411"
"2019/04/10","668","3058"
"2018/08/24","201","4555"
"2021/08/12","197","219"
"2019/03/08","366","2747"
"2016/10/06","576","2087"
"2018/02/24","352","5837"
"2016/11/02","857","4079"
"2017/12/20","820","5922"
"2015/01/20","570","4402"
"2016/02/12","236","398"
"2020/03/01","864","6073"
"2019/11/07","356","1845"
"2017/12/19","663","5425"
"2022/01/05","88","3287"
"2017/02/22","879","5398"
"2018/03/27","29","5957"
"2021/12/14","499","1634"
"2016/09/01","289","7508"
"2013/09/20","340","3295"
"2019/08/30","197","7666"
"2017/04/06","600","4776"
"2013/12/08","317","7691"
"2021/04/02","873","2865"
"2019/11/09","812","3512"
"2020/02/15","201","661"
"2016/10/11","534","4276"
"2014/04/16","831","6460"
"2013/08/31","401","4119"
"2013/11/10","816","3040"
"2018/07/16","562","3235"
"2014/02/16","250","2199"
"2018/08/20","556","6961"
"2021/06/27","965","3126"
"2019/06/28","181","4375"
"2016/09/21","750","5108"
"2015/10/02","64","959"
"2020/12/03","703","1262"
"2016/11/17","7","5252"
"2014/04/11","178","4462"
"2021/07/21","990","6947"
"2017/10/03","871","5292"
"2012/08/15","396","1706"
"2022/01/05","8","6815"
"2017/10/09","344","61"
"2019/09/12","234","2150"
"2016/04/13","319","80"
"2014/07/30","810","6277"
"2019/01/08","143","2032"
"2016/03/28","902","7203"
"2017/11/23","160","2130"
"2016/06/04","302","3560"
"2016/09/10","9","1473"
"2020/11/03","709","1885"
"2015/03/10","674","5670"
"2015/07/02","771","5324"
"2014/12/05","607","2143"
"2017/02/03","449","4136"
"2013/01/11","573","1981"
"2015/03/26","919","1361"
"2017/06/01","555","5248"
"2019/10/22","135","6204"
"2014/08/06","461","1001"
"2021/09/26","390","7128"
"2016/10/22","629","5797"
"2017/11/28","689","4319"
"2018/07/11","94","5358"
"2014/09/20","534","5198"
"2015/08/20","384","5053"
"2020/11/02","728","2771"
"2014/09/17","183","250"
"2015/07/30","192","5114"
"2018/04/15","509","3101"
"2021/12/27","344","4946"
"2018/10/26","222","4203"
"2015/03/25","518","3218"
"2019/12/24","552","1570"
"2017/04/16","53","5819"
"2016/05/08","50","3767"
"2015/06/15","149","1958"
"2018/07/13","818","541"
"2016/10/10","313","2464"
"2012/03/12","129","5148"
"2021/05/07","242","2219"
"2016/12/28","582","7666"
"2016/03/31","279","1089"
"2015/06/12","762","5822"
"2014/08/28","169","4207"
"2013/01/09","931","7543"
"2015/11/04","692","1144"
"2019/06/25","718","3164"
"2020/06/03","897","6413"
"2016/04/07","848","1355"
"2012/02/21","81","3030"
"2019/12/31","985","7123"
"2015/09/08","357","2192"
"2020/12/20","385","4830"
"2021/12/01","666","7930"
"2015/11/03","638","1968"
"2020/09/10","308","7479"
"2014/02/24","18","6534"
"2015/02/12","652","4305"
"2017/05/06","19","4136"
"2017/09/30","517","3205"
"2016/09/02","535","2543"
"2015/04/07","785","1579"
"2017/10/01","729","5229"
"2017/09/18","254","5886"
"2019/05/02","62","1506"
"2021/04/10","365","5552"
"2018/05/07","146","7167"
"2021/03/03","415","1982"
"2015/01/27","49","155"
"2019/10/10","111","66"
"2014/04/21","417","6548"
"2016/01/05","794","3504"
"2013/01/15","345","3274"
"2013/03/06","536","1449"
"2019/02/04","194","3237"
"2017/09/18","292","4439"
"2021/03/26","697","4162"
"2021/06/20","751","6286"
"2012/06/16","540","6217"
"2014/03/27","99","3496"
"2021/07/02","260","3630"
"2015/08/15","847","7039"
"2018/07/27","764","3735"
"2019/10/17","132","4716"
"2018/09/20","979","3555"
"2012/07/17","275","4032"
"2012/06/14","129","2768"
"2016/12/10","276","5489"
"2016/07/10","945","1019"
"2019/08/19","876","362"
"2015/01/17","673","4850"
"2013/12/24","186","7480"
"2014/08/21","51","3077"
"2017/09/15","489","246"
"2013/05/04","618","3287"
"2020/03/10","717","30"
"2017/12/28","566","4176"
"2020/01/02","262","1340"
"2014/02/21","69","786"
"2022/01/15","246","3527"
"2021/05/27","473","6255"
"2014/01/28","117","5563"
"2021/01/12","3","534"
"2015/08/05","429","6315"
"2015/03/23","652","3562"
"2018/11/21","999","2963"
"2016/12/05","747","5761"
"2018/05/09","177","6647"
"2016/09/21","278","220"
"2020/12/01","839","5134"
"2021/06/17","438","817"
"2018/03/04","884","5213"
"2020/01/10","14","2564"
"2016/09/07","369","6752"
"2012/03/02","162","783"
"2012/05/08","200","3793"
"2013/08/12","855","2299"
"2021/06/15","225","3723"
"2013/09/28","777","2667"
"2021/03/15","867","3554"
"2018/08/04","721","485"
"2014/11/12","981","6500"
"2018/11/30","616","1205"
"2013/03/14","431","6510"
"2017/10/23","145","4403"
"2013/09/16","29","5091"
"2014/07/23","553","2288"
"2021/04/18","827","1714"
"2016/02/11","646","3317"
"2015/04/02","461","4291"
"2015/01/14","157","1074"
"2019/08/12","169","7657"
"2013/08/10","656","3179"
"2020/08/02","378","1663"
"2018/08/04","900","5783"
"2015/07/11","232","4472"
"2014/08/16","71","2289"
"2015/10/18","260","6812"
"2015/06/13","651","6242"
"2017/05/01","447","7406"
"2013/12/22","796","7957"
"2012/11/01","336","2471"
"2020/05/19","916","4172"
"2014/12/04","431","7152"
"2020/09/06","869","4198"
"2017/01/18","94","5935"
"2020/12/09","561","280"
"2020/02/01","329","525"
"2019/11/08","20","6471"
"2015/12/07","344","7380"
"2018/05/15","972","3177"
"2012/10/07","521","1045"
"2014/10/16","748","5528"
"2014/12/27","510","3586"
"2015/08/14","903","7147"
"2020/03/30","462","939"
"2016/04/20","292","4364"
"2013/05/08","37","3602"
"2015/02/11","451","7805"
"2013/11/09","708","2109"
"2014/08/23","57","2339"
"2016/04/19","87","4891"
"2017/06/29","907","6671"
"2017/11/17","387","3577"
"2015/05/26","371","6469"
"2016/10/22","943","4476"
"2014/05/21","444","5700"
"2013/09/26","685","2960"
"2017/04/09","662","7945"
"2015/05/29","758","7612"
"2014/06/02","860","2785"
"2012/02/19","97","7492"
"2013/08/25","400","7885"
"2015/12/13","571","6545"
"2017/05/06","871","1280"
"2018/03/30","504","4132"
"2020/02/04","397","2375"
"2017/11/07","766","7850"
"2020/01/28","642","558"
"2021/03/27","352","276"
"2021/02/21","329","6815"
"2014/12/01","352","4909"
"2014/06/05","561","653"
"2021/07/22","459","627"
"2012/12/02","562","1604"
"2015/01/13","749","2046"
"2017/12/10","459","1"
"2014/01/20","254","3736"
"2012/12/07","635","3200"
"2014/02/05","985","6853"
"2013/12/30","755","7320"
"2016/02/16","466","7743"
"2015/05/26","4","2579"
"2021/11/21","453","5245"
"2019/01/05","257","2663"
"2021/07/10","561","874"
"2021/09/13","876","3131"
"2020/07/26","653","7763"
"2014/05/01","565","658"
"2014/02/04","451","2185"
"2014/02/15","260","18"
"2015/12/18","570","1662"
"2013/04/18","340","2997"
"2018/06/09","271","4131"
"2014/03/27","548","1035"
"2019/02/13","606","5323"
"2013/04/28","866","5172"
"2016/11/05","247","6451"
"2018/08/14","261","6990"
"2022/01/05","213","7508"
"2013/11/22","669","515"
"2014/03/15","950","4922"
"2020/09/20","768","7653"
"2016/01/23","647","7992"
"2013/06/29","134","6550"
"2015/09/10","478","510"
"2018/12/05","113","3286"
"2018/10/11","511","2115"
"2018/09/10","359","4720"
"2020/03/08","319","445"
"2014/09/20","268","7796"
"2021/08/04","972","1762"
"2020/01/17","721","6479"
"2016/08/28","972","752"
"2012/05/29","430","7551"
"2020/09/05","842","3329"
"2020/08/24","861","4823"
"2017/09/20","586","5775"
"2016/08/28","203","3870"
"2017/03/14","908","7191"
"2020/12/30","80","4255"
"2012/06/20","153","6222"
"2014/07/31","749","5226"
"2012/08/14","189","3195"
"2016/10/25","345","4240"
"2018/12/07","49","7248"
"2013/12/16","288","5205"
"2016/12/21","17","6735"
"2020/04/24","416","5169"
"2017/03/27","953","141"
"2013/08/23","501","240"
"2017/05/21","119","7914"
"2018/09/16","762","3866"
"2021/04/17","433","5103"
"2018/07/21","732","7145"
"2017/01/26","86","2341"
"2018/07/09","298","3673"
"2019/04/24","722","2695"
"2016/08/25","48","2508"
"2020/06/14","911","2088"
"2012/08/10","111","2137"
"2012/08/07","495","5433"
"2015/10/26","511","3931"
"2012/09/24","496","7333"
"2020/06/28","694","1335"
"2013/07/12","644","3121"
"2013/10/09","293","3197"
"2016/01/22","289","1241"
"2016/02/01","381","7869"
"2019/05/10","379","5396"
"2020/10/02","432","7357"
"2019/06/19","464","578"
"2014/04/08","961","7563"
"2012/10/24","154","7062"
"2015/10/22","358","5781"
"2020/08/07","300","4629"
"2017/09/03","706","5881"
"2017/03/05","222","7717"
"2020/11/05","536","3219"
"2017/05/19","671","6925"
"2020/11/11","269","3122"
"2012/10/16","858","3211"
"2016/08/11","812","4869"
"2012/07/27","812","4320"
"2014/06/11","190","7393"
"2021/03/18","516","4472"
"2018/04/29","309","1530"
"2017/11/07","763","3943"
"2021/01/27","966","6423"
"2018/03/10","469","5227"
"2018/01/09","987","4818"
"2018/09/29","153","6566"
"2014/07/27","933","5216"
"2014/08/29","724","6147"
"2015/08/23","201","529"
"2021/10/22","239","2917"
"2020/12/03","395","6603"
"2018/11/27","227","4948"
"2019/05/17","847","2132"
"2016/11/27","358","5450"
"2019/02/17","758","5711"
"2019/02/02","655","7986"
"2013/11/18","974","4465"
"2012/09/23","203","4145"
"2018/03/17","631","7376"
"2014/10/15","338","868"
"2020/01/06","924","7634"
"2015/07/16","569","816"
"2019/06/18","104","5542"
"2018/01/31","78","1613"
"2013/05/29","366","3164"
"2015/05/31","512","6506"
"2019/11/02","687","1671"
"2015/05/01","912","1904"
"2013/10/30","827","428"
"2020/04/19","44","477"
"2021/07/10","638","5196"
"2014/05/30","108","3940"
"2016/06/09","556","5377"
"2016/08/08","796","3315"
"2012/03/30","638","1050"
"2016/03/14","907","2446"
"2012/06/20","814","1630"
"2021/06/26","309","2715"
"2017/07/25","44","7298"
"2013/03/22","835","3353"
"2016/09/19","963","1909"
"2017/12/29","850","448"
"2017/12/06","197","3911"
"2013/05/04","572","4684"
"2021/10/09","924","7897"
"2014/02/02","930","3049"
"2014/08/24","499","3700"
"2017/11/19","709","3184"
"2013/10/02","858","6526"
"2021/10/11","917","4765"
"2018/07/08","233","2462"
"2016/06/09","896","4216"
"2013/08/19","189","4721"
"2014/12/21","420","5289"
"2016/05/05","356","3347"
"2018/04/08","180","6460"
"2020/02/25","281","2654"
"2016/11/05","341","2803"
"2014/01/26","727","491"
"2017/07/06","566","6942"
"2021/09/22","400","7513"
"2018/01/02","767","879"
"2013/11/13","505","939"
"2016/06/07","90","1933"
"2017/08/11","786","7845"
"2012/06/03","102","5750"
"2018/10/01","672","5901"
"2016/02/28","923","1234"
"2016/12/18","946","6470"
"2016/07/28","101","504"
"2014/01/11","929","2356"
"2014/10/03","322","3394"
"2015/08/02","503","4036"
"2018/07/08","728","4704"
"2019/02/10","411","2043"
"2021/03/20","423","1386"
"2019/12/24","217","3213"
"2017/04/23","980","1998"
"2014/02/23","956","6876"
"2013/10/22","202","2266"
"2019/02/27","4","1581"
"2015/12/01","98","217"
"2012/03/01","917","5811"
"2018/02/25","103","6357"
"2017/01/05","73","7220"
"2014/02/08","818","2521"
"2015/06/03","695","6177"
"2017/01/19","150","5482"
"2021/02/13","501","1068"
"2019/06/27","596","6108"
"2021/01/04","523","543"
"2016/09/04","550","5781"
"2017/04/24","881","4029"
"2019/07/06","922","3018"
"2021/10/01","170","4105"
"2019/12/28","94","2640"
"2018/07/08","850","920"
"2012/02/13","180","7571"
"2018/04/14","579","3673"
"2013/04/26","876","5265"
"2017/11/30","624","3228"
"2020/10/30","679","964"
"2018/06/26","638","5238"
"2018/12/26","129","2437"
"2016/03/07","875","6769"
"2015/01/19","797","5555"
"2017/09/10","562","1196"
"2021/06/24","194","2967"
"2015/09/10","557","2225"
"2019/10/07","359","7383"
"2020/01/15","611","228"
"2014/05/20","934","6394"
"2018/11/26","507","6625"
"2018/12/07","701","7429"
"2018/03/01","120","888"
"2016/11/07","100","1456"
"2013/09/07","953","5797"
"2013/07/24","48","4165"
"2019/06/14","53","7916"
"2015/06/25","448","3854"
"2016/08/03","242","3806"
"2012/12/10","134","7927"
"2012/10/24","563","322"
"2018/09/25","655","2855"
"2014/12/24","406","1426"
"2021/09/22","217","5634"
"2015/06/18","281","2244"
"2012/05/21","287","261"
"2018/08/18","412","7669"
"2012/04/24","896","4378"
"2012/09/21","294","1660"
"2012/05/03","382","7260"
"2015/04/25","189","6408"
"2020/05/19","410","4433"
"2012/08/28","55","7927"
"2014/09/08","427","2725"
"2012/07/15","775","2114"
"2021/01/11","291","2208"
"2020/05/12","676","5229"
"2016/08/12","749","2446"
"2020/03/08","200","6753"
"2016/09/19","573","5661"
"2019/03/04","350","930"
"2012/12/04","634","6868"
"2013/01/08","922","7865"
"2013/05/06","943","6734"
"2016/10/07","847","1879"
"2019/11/13","673","4847"
"2015/07/13","956","7856"
"2012/08/03","497","1308"
"2020/09/09","337","1704"
"2019/06/27","156","4947"
"2019/08/21","996","2540"
"2016/09/17","13","5234"
"2014/04/05","978","110"
"2018/01/08","518","3830"
"2016/04/06","168","957"
"2018/09/07","903","964"
"2015/07/19","38","5221"
"2018/07/06","153","3257"
"2016/02/01","234","6498"
"2019/09/18","264","7298"
"2017/12/10","463","4003"
"2014/04/12","98","5232"
"2013/02/15","365","1378"
"2019/11/25","650","2813"
"2019/12/23","181","7781"
"2016/07/30","401","4825"
"2021/07/30","815","2469"
"2019/12/16","535","3461"
"2016/10/10","556","1911"
"2020/09/03","190","2199"
"2019/01/10","103","2546"
"2018/12/04","570","4908"
"2019/01/31","750","6600"
"2013/01/18","735","1377"
"2019/06/17","542","4962"
"2012/06/29","78","6117"
"2021/05/13","955","1943"
"2012/07/17","43","5285"
"2021/05/27","228","1791"
"2019/08/18","439","4722"
"2018/05/06","715","182"
"2021/07/18","753","2585"
"2014/07/02","817","3461"
"2016/01/30","270","716"
"2012/08/24","817","6225"
"2021/06/18","396","7851"
"2015/09/26","709","5926"
"2013/07/17","567","6986"
"2020/11/05","465","1472"
"2019/01/12","270","2604"
"2013/06/03","458","7390"
"2017/07/27","217","3238"
"2019/02/13","720","7943"
"2020/11/30","497","2737"
"2021/09/28","541","4619"
"2017/11/26","530","3810"
"2012/12/27","423","3791"
"2021/08/06","27","7878"
"2018/10/19","807","4879"
"2020/08/02","728","3954"
"2015/05/11","68","7169"
"2016/05/27","628","6205"
"2015/06/26","209","3528"
"2021/07/26","516","3073"
"2020/06/22","361","7550"
"2015/05/13","159","2243"
"2017/11/04","676","7287"
"2019/11/05","172","1467"
"2021/07/05","430","1466"
"2018/02/02","634","5189"
"2017/05/25","217","1233"
"2020/06/28","808","5114"
"2012/10/25","900","7747"
"2020/12/02","906","5291"
"2015/03/14","595","7528"
"2012/10/01","708","3024"
"2015/06/07","330","3271"
"2016/02/29","953","7799"
"2021/11/25","193","1941"
"2015/06/06","902","3683"
"2021/04/05","704","2244"
"2018/06/22","96","4038"
"2019/03/31","885","164"
"2017/11/08","403","3129"
